 1.000, 2.000, 3.000, 4.000
 0.991, 2.820, 0.633, 0.000
 1.071, 0.217, 0.291, 0.000
 2.030, 1.162, 0.244, 0.000
 0.523, 1.263, 0.149, 1.000
